"tmpID","ResidenceHHGenderDescription","EthnicDescription","BroadEthnicGroupings","PresenceOfChildrenCode","ISPSA","HomeOwnerRenter","MosaicZ4","MedianEducationYears","NetWorth","Investor","BusinessOwner","Education","OccupationIndustry","HorseOwner","CatOwner","DogOwner","OtherPetOwner","HomeOffice","BookBuyerInHome","UpscaleBuyerInHome","BuyerofAntiquesinHousehold","BuyerofArtinHousehold","GeneralCollectorinHousehold","BooksAudioReadinginHousehold","ComputerOwnerInHome","ReligiousContributorInHome","PoliticalContributerInHome","DonatesEnvironmentCauseInHome","DonatesToCharityInHome","DonatestoAnimalWelfare","DonatestoArtsandCulture","DonatestoChildrensCauses","DonatestoHealthcare","DonatestoInternationalAidCauses","DonatestoVeteransCauses","DonatestoHealthcare1","DonatestoInternationalAidCauses1","DonatestoWildlifePreservation","DonatestoLocalCommunity","FirstName","LastName","Gender","Age","TelephonesFullPhone","lat","lon","county","city","state","fips","stateFips","HomePurchasePrice","LandValue","DwellingUnitSize","storeVisitFrequency","PropertyType","EstHomeValue","FamilyMagazineInHome","FemaleOrientedMagazineInHome","ReligiousMagazineInHome","GardeningMagazineInHome","CulinaryInterestMagazineInHome","HealthFitnessMagazineInHome","DoItYourselfMagazineInHome","FinancialMagazineInHome","InterestinCurrentAffairsPoliticsInHousehold","PartiesDescription","ReligionsDescription","LikelyUnionMember","GunOwner","Veteran","supportsAffordableCareAct","supportsGayMarriage","supportsGunControl","supportsTaxesRaise","overallsocialviews","DonatestoConservativeCauses","DonatestoLiberalCauses"
4592,"Mixed Gender Household","German","German","Not Likely to have a child",7,"Likely Homeowner","",13,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Skilled Trades","","","","","","2 book purchases in home","","","Yes","","","Unknown","1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","","Cathy","Langworth","M",94.0041011619959,"(371)-167-6975",44.83682,-117.86022,"Baker County","Baker City","Oregon",41001,"41","$181000","","1-Single Family Dwelling",5,"Residential","$252000","","","","","","","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
5141,"Mixed Gender Household","Scots","Dutch (Netherlands)","Modeled Not as Likely to have a child",2,"Likely Homeowner","",13,"$5000-9999","Yes","","Grad Degree - Extremely Likely","Unknown","","Yes","","","","","","","","","","Yes","","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","","Marquis","Zemlak","M",68.4073820915926,"(259)-735-1974",46.33857,-109.70879,"Wheatland County","Winnecook","Montana",30107,"30","","$4000","1-Single Family Dwelling",5,"Residential","$162500","","","","","","","","","","Republican","Catholic","","Unknown","Unknown","","","","","","",""
654,"Mixed Gender Household","French","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",14,"$50000-99999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Unknown","","","Unknown","Yes","","","","","","","","","","","Napoleon","Ward","M",39.1797676008202,"(345)-159-6194",41.25145,-79.41393,"Clarion County","Clarion","Pennsylvania",42031,"42","","$13000","",8,"Residential","$142600","","","","","","","","","Yes","Republican","Protestant","","Yes","Unknown","","","","","","",""
4458,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","",8,"Likely Renter","",16,"","Yes","","Bach Degree - Likely","Unknown","","","Yes","","","","","","","Yes","","Yes","","","Unknown","Yes","","","","","","","","","","","Maisie","Bruen","F",45.336978810663,"(941)-914-1895",43.74361,-85.40389,"Mecosta County","Grant Center","Michigan",26107,"26","","","",6,"Apartment/Group Living","$146452","","","","","","","","","","Republican","","","Yes","Unknown","","","","","","",""
1208,"Mixed Gender Household","Likely Af-Am (Modeled)","Filipino","Known Data",NA,"Likely Homeowner","",12,"$250000-499999","","","HS Diploma - Extremely Likely","Other","","","Yes","","","2 book purchases in home","","","","","","Yes","","1 political contribution  in home","Unknown","Unknown","","","Yes","","","","","","","Yes","Tyrell","Breitenberg","M",70.5673274094327,"(964)-527-5716",41.10537,-74.75489,"Sussex County","Newton","New Jersey",34037,"34","","$45000","1-Single Family Dwelling",4,"Residential","$37500","1 family-oriented magazine purchase ","1 female magazine purchase ","","","","1 health and fitness magazine purchase ","","","","Democratic","Buddhist","","Yes","Unknown","","","","","","",""
411,"Mixed Gender Household","English/Welsh","Irish","Known Data",8,"Likely Homeowner","",13,"$25000-49999","Yes","","Bach Degree - Extremely Likely","Unknown","","","Yes","","Yes","","","","","Yes","","Unknown","","","Unknown","Yes","","","","Yes","","","Yes","","","Yes","Philomena","Corwin","M",92.1175666438824,"(316)-417-2867",33.03762,-85.09633,"Troup County","LaGrange","Georgia",13285,"13","$125000","","5-9",8,"Residential","$165526","","","","","","","","","","Democratic","Hindu","","Yes","Unknown","","","","","","",""
4552,"Female Only Household","English/Welsh","English/Welsh","Not Likely to have a child",NA,"Likely Homeowner","",14,"","","","Unknown","Medical","","","","","","2 book purchases in home","","","","","","Yes","","1 political contribution  in home","Unknown","Yes","","","","Yes","","","Yes","","","Yes","Valene","Kling","M",28.0054682159945,"(158)-695-3216",42.9391,-100.9573,"Cherry County","Village of Kilgore","Nebraska",31031,"31","","$9000","1-Single Family Dwelling",8,"Residential","$166911","","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2374,"Mixed Gender Household","Irish","English/Welsh","Not Likely to have a child",7,"Likely Homeowner","",13,"$25000-49999","Yes","","Bach Degree - Extremely Likely","Education","","","","","","2 book purchases in home","","","","Yes","","Yes","","","Unknown","Unknown","","","","","","","","","","","Blanch","Ankunding","M",92.5823650034176,"(639)-816-4519",32.4943,-88.16725,"Sumter County","Bellamy","Alabama",1119,"1","$153000","","1-Single Family Dwelling",6,"Residential","$129900","1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ","","Republican","","","Unknown","Unknown","","","","","","",""
4249,"Mixed Gender Household","Irish","","Not Likely to have a child",7,"Likely Homeowner","",NA,"$25000-49999","","","HS Diploma - Extremely Likely","Skilled Trades","","Yes","","","","","","","Yes","Yes","","Yes","","","Unknown","Yes","Yes","","","","","","","","","","Blanch","Ruecker","F",78.9774436090226,"(697)-342-9468",41.11277,-94.05189,"Union County","Lorimor","Iowa",19039,"19","$162000","$6000","1-Single Family Dwelling",4,"Residential","$164400","2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","1 financial magazine purchase ","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
5314,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",6,"Likely Homeowner","",12,"","","","HS Diploma - Extremely Likely","Unknown","","","","Yes","","","","","","Yes","","Unknown","","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes","Corey","Herzog","M",96.3444976076555,"(892)-823-6175",43.99691,-93.69745,"Waseca County","Alma City","Minnesota",27161,"27","","","",7,"Residential","$109109","","","","","","","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
1546,"Female Only Household","English/Welsh","","Not Likely to have a child",5,"Likely Homeowner","",15,"$50000-99999","Yes","","Some College -Extremely Likely","Clerical/Office","","","Yes","","","1 book purchase in home ","","","","","","Yes","","","Unknown","Yes","","","","","","","","","","","Wade","Flatley","F",87.6828434723172,"(758)-983-4691",38.83595,-78.68446,"Shenandoah County","Conicville","Virginia",51171,"51","","$14000","1-Single Family Dwelling",4,"Residential","$162500","","","","","","","","","Yes","Republican","Catholic","","Yes","Unknown","","","","","","",""
5163,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Known Data",9,"Likely Homeowner","Rooted Flower Power",15,"$250000-499999","Yes","","Grad Degree - Extremely Likely","Unknown","","Yes","Yes","","","","","","Yes","Yes","","Unknown","","","Unknown","Unknown","","","","","","","","","","Yes","Kazuko","Hintz","F",38.282980177717,"(216)-691-5429",40.51899,-74.27681,"Middlesex County","Perth Amboy","New Jersey",34023,"34","$105000","","",8,"Residential","$245600","","","","","","1 health and fitness magazine purchase ","","","Yes","Democratic","Protestant","","Yes","Unknown","","","","","","",""
1026,"Mixed Gender Household","","English/Welsh","Not Likely to have a child",8,"","",13,"","Yes","","HS Diploma - Likely","Unknown","","Yes","","","","1 book purchase in home ","2 upscale merchandise purchases","","","","","Yes","","","Unknown","Unknown","","","","","","","","","","","Ramon","Kuvalis","M",47.4777853725222,"(246)-345-2951",48.14179,-121.07066,"Snohomish County","Gamma Peak","Washington",53061,"53","","$11000","1-Single Family Dwelling",5,"Residential","$37500","1 family-oriented magazine purchase ","","","","","1 health and fitness magazine purchase ","","","","Democratic","Islamic","","Unknown","Unknown","","","","","","",""
1614,"Female Only Household","English/Welsh","Irish","Not Likely to have a child",9,"Likely Homeowner","",16,"$25000-49999","Yes","","Some College - Likely","Other","","","","","","2 book purchases in home","","","","","","Unknown","","","Unknown","Unknown","","","","","","","","","","","Giovanni","Champlin","M",78.6930963773069,"(976)-586-4853",41.77139,-89.28583,"Lee County","Amboy","Illinois",17103,"17","$250000","$15000","",4,"Residential","$225000","","","","","","","","","","Democratic","Catholic","","Unknown","Unknown","","","","","","",""
4788,"Mixed Gender Household","Hispanic","Likely Af-Am (Modeled)","Known Data",9,"Likely Homeowner","",15,"","","","Bach Degree - Extremely Likely","Skilled Trades","","","","","","","","","Yes","Yes","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Hyun","Koepp","M",58.3212576896787,"(238)-481-8724",40.96617,-78.14501,"Clearfield County","Winburne","Pennsylvania",42027,"42","","$10000","1-Single Family Dwelling",8,"Residential","$162500","","","","","","","","","","Republican","Jewish","Yes","Unknown","Unknown","","","","","","",""
5565,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",8,"Likely Homeowner","No Place like Home",15,"","","","Bach Degree - Likely","Management","","","Yes","","","","","","","","","Yes","1 religious contribution  in home","","Unknown","Unknown","","","","","","","","","","","Marlin","Rogahn","F",62.3048530416951,"(641)-875-4956",41.55705,-70.93976,"Bristol County","Bliss Corner","Massachusetts",25005,"25","","$34000","1-Single Family Dwelling",4,"Residential","$237500","","","","","","2 health and fitness magazine purchases","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
5848,"Mixed Gender Household","English/Welsh","Likely Af-Am (Modeled)","Known Data",9,"Likely Homeowner","",17,"$499999+","Yes","","Grad Degree - Extremely Likely","Skilled Trades","","","","","","","","","","","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Natalia","Swaniawski","M",52.8913192071087,"(695)-284-1496",41.53188,-111.86522,"Cache County","Paradise","Utah",49005,"49","","$10000","1-Single Family Dwelling",8,"Residential","$356500","1 family-oriented magazine purchase ","","","1 gardening magazine purchase ","","","1 Do-It-Yourself magazine purchase ","","","Republican","Protestant","","Yes","Unknown","","","","","","",""
4545,"Mixed Gender Household","English/Welsh","Arab","Not Likely to have a child",NA,"Likely Homeowner","",15,"","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes","","","Unknown","Yes","","","Yes","Yes","","","Yes","","Yes","Yes","Tyree","Rosenbaum","M",35.4941900205058,"(375)-168-4685",48.71344,-122.30877,"Whatcom County","Sudden Valley","Washington",53073,"53","$190000","","1-Single Family Dwelling",7,"Condominium","$166700","","","","","","","","","","Republican","","","Unknown","Unknown","","","","","","",""
602,"Mixed Gender Household","Chinese","German","Known Data",9,"Likely Homeowner","",17,"$25000-49999","","","Unknown","Unknown","","","","","","","","","","","","Yes","","","Unknown","Unknown","","","","","","","","","","","Nolan","Batz","F",26.9883800410116,"(483)-348-5829",37.41821,-78.07556,"Amelia County","Moryen","Virginia",51007,"51","$153000","$15000","1-Single Family Dwelling",6,"Residential","$143500","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2787,"Mixed Gender Household","English/Welsh","English/Welsh","Known Data",6,"Likely Renter","",13,"$50000-99999","Yes","","Bach Degree - Extremely Likely","Skilled Trades","","","","","","","","","","","","Unknown","","","Unknown","Unknown","","","","Yes","","","Yes","","","","Lucio","Mann","F",40.8694463431306,"(734)-542-1793",39.911,-75.1898,"Philadelphia County","Philadelphia","Pennsylvania",42101,"42","","","1-Single Family Dwelling",8,"Apartment/Group Living","$271800","","","","","","","","","","Democratic","Catholic","","Unknown","Unknown","","","","","","",""
5759,"Female Only Household","Norwegian","Italian","Not Likely to have a child",9,"Likely Homeowner","",15,"$100000-249999","","","Grad Degree - Extremely Likely","Manufacturing","","","","","","1 book purchase in home ","","","","","","Yes","","","Unknown","Unknown","","","","","","","","","","Yes","Sadie","Gottlieb","M",101.503759398496,"(627)-562-5462",48.42094,-122.11571,"Skagit County","Cultus Mountains","Washington",53057,"53","$169000","","1-Single Family Dwelling",8,"Residential","$150700","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
1989,"Mixed Gender Household","Czech","Scots","Known Data",NA,"Likely Homeowner","",17,"$100000-249999","","","Unknown","Unknown","","","","","","","","","Yes","","","Yes","","","Unknown","Unknown","","","","","","","","","","","Ezekiel","Veum","F",69.984962406015,"(346)-692-5926",59.31556,-151.1775,"Kenai Peninsula Borough","Kachemak Bay State Wilderness Park","Alaska",2122,"02","$24000","$12000","1-Single Family Dwelling",5,"Residential","$269800","2 family-oriented magazine purchases","","","","","1 health and fitness magazine purchase ","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
5962,"Female Only Household","English/Welsh","Scots","Not Likely to have a child",6,"Likely Homeowner","Wired for Success",14,"$1-4999","","Yes","Bach Degree - Extremely Likely","Unknown","","","","Yes","Yes","","","","","","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Troy","Walker","F",30.0423786739576,"(327)-734-7129",31.04043,-84.87917,"Seminole County","Donalsonville","Georgia",13253,"13","$72000","","1-Single Family Dwelling",8,"Residential","$82200","2 family-oriented magazine purchases","","","","","","","","","Democratic","","","Unknown","Unknown","","","","","","",""
1154,"Mixed Gender Household","Scots","English/Welsh","",6,"Likely Homeowner","",16,"$10000-24999","","","Unknown","Medical","Yes","","","","","","","","Yes","","","Yes","","","Unknown","Yes","","","","","","","","","","Yes","Margert","Auer","F",68.1859193438141,"(489)-879-9276",45.49135,-89.68097,"Lincoln County","Tomahawk","Wisconsin",55069,"55","","$8000","1-Single Family Dwelling",7,"Residential","$112500","4 family-oriented magazine purchases","","","1 gardening magazine purchase ","1 culinary magazine purchase ","4 health and fitness magazine purchases","","4 financial magazine purchases","","Democratic","","","Unknown","Unknown","","","","","","",""
409,"Mixed Gender Household","English/Welsh","German","Modeled Not as Likely to have a child",1,"Likely Homeowner","",17,"$50000-99999","","","HS Diploma - Extremely Likely","Skilled Trades","","","","","","","","","","","","Yes","","","Unknown","Unknown","","","","","","","","","","","Sheryl","Cummings","M",39.3848257006152,"(624)-325-7518",45.2774,-122.19561,"Clackamas County","Bissell Post Office (historical)","Oregon",41005,"41","$312000","$11000","1-Single Family Dwelling",8,"Residential","$287500","1 family-oriented magazine purchase ","","","","","3 health and fitness magazine purchases","","1 financial magazine purchase ","Yes","Democratic","","","Unknown","Unknown","","","","","","",""
511,"Male Only Household","English/Welsh","English/Welsh","Modeled Not as Likely to have a child",9,"Likely Homeowner","",15,"$50000-99999","","","Bach Degree - Extremely Likely","Skilled Trades","","","","","","","","","","Yes","","Unknown","","","Unknown","Yes","","","","","","","","","","","Edwardo","Romaguera","M",59.5898838004101,"(915)-421-3251",47.58766,-117.89106,"Lincoln County","Elanor","Washington",53043,"53","","$13000","",7,"Residential","$194601","","","","","","","","","","Republican","","","Unknown","Unknown","","","","","","",""
28,"Mixed Gender Household","English/Welsh","Russian (omitting former Soviet States)","",NA,"Likely Homeowner","",16,"$250000-499999","","","Grad Degree - Extremely Likely","Skilled Trades","","","","Yes","Yes","3 book purchases in home","","","","Yes","","Yes","","1 political contribution  in home","Yes","Yes","","","","","","","","","","","Zofia","Kiehn","M",27.1907040328093,"(561)-738-7364",32.58101,-80.15991,"Charleston County","Seabrook Island","South Carolina",45019,"45","$287000","","1-Single Family Dwelling",5,"Residential","$278900","","","","","","1 health and fitness magazine purchase ","","","Yes","Republican","Protestant","","Unknown","Unknown","","","","","","",""
714,"Male Only Household","Irish","Norwegian","Not Likely to have a child",3,"Likely Homeowner","",15,"$100000-249999","","","HS Diploma - Extremely Likely","Unknown","Yes","","","","","","","","Yes","","","Yes","","1 political contribution  in home","Yes","Unknown","Yes","","","Yes","","","Yes","","","","Rosendo","Goldner","M",59.8605604921394,"(493)-295-6752",33.79427,-87.80141,"Fayette County","Stewart","Alabama",1057,"1","$122000","$5000","1-Single Family Dwelling",8,"Residential","$118800","","","","","","","","","","Republican","Protestant","","Yes","Yes","","","","","","",""
943,"Male Only Household","Scots","English/Welsh","Modeled Not as Likely to have a child",9,"Likely Renter","Rooted Flower Power",13,"$250000-499999","Yes","","Grad Degree - Extremely Likely","Manufacturing","Yes","","","","","1 book purchase in home ","","","","","","Unknown","","","Unknown","Unknown","Yes","","","","","","","","","","Russel","Weissnat","F",68.6124401913876,"(648)-957-5713",32.74406,-81.16705,"Hampton County","Estill","South Carolina",45049,"45","","$16000","",8,"Apartment/Group Living","$193800","","","","","","","","","","Non-Partisan","Protestant","Yes","Unknown","Unknown","","","","","","",""
961,"Male Only Household","English/Welsh","English/Welsh","Modeled Not as Likely to have a child",9,"Likely Homeowner","",16,"$100000-249999","Yes","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","1 book purchase in home ","","","","","","Yes","","","Unknown","Yes","","","","","","","","","","","Bradly","Moen","F",24.8339029391661,"(716)-267-1876",34.99839,-103.52524,"Quay County","Norton","New Mexico",35037,"35","$325000","$5000","1-Single Family Dwelling",8,"Residential","$329100","","","","","","","","","","Republican","Eastern Orthodox","","Unknown","Unknown","","","","","","",""
4571,"Mixed Gender Household","Scots","English/Welsh","",5,"Likely Homeowner","Aging of Aquarius",12,"","Yes","","Unknown","Medical","","","","","Yes","","","","","Yes","","Yes","","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","","Iluminada","Stokes","M",46.4005468215995,"(632)-816-6328",36.48476,-104.94306,"Colfax County","Cimarron","New Mexico",35007,"35","$182000","","1-Single Family Dwelling",6,"Residential","$236900","1 family-oriented magazine purchase ","","","","","2 health and fitness magazine purchases","","","","Democratic","","","Unknown","Unknown","","","","","","",""
429,"Mixed Gender Household","English/Welsh","Dutch (Netherlands)","Known Data",6,"","",15,"","","","HS Diploma - Likely","Unknown","","","Yes","","","","","","","Yes","","Yes","","","Unknown","Yes","","","","","","","","","","","Kaitlin","Kunde","F",30.8133971291866,"(714)-869-9642",42.12936,-113.3425,"Cassia County","Bridge","Idaho",16031,"16","","$2000","",8,"Residential","$63600","","","","","","","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
1361,"Mixed Gender Household","","German","Known Data",7,"Likely Homeowner","",14,"$50000-99999","","","Grad Degree - Likely","Unknown","","Yes","","","Yes","","","","","Yes","","Unknown","","","Unknown","Unknown","","","","","","","","","","","Marcela","Schulist","M",87.2125768967874,"(518)-758-7915",37.22731,-83.64103,"Clay County","Barcreek","Kentucky",21051,"21","","$11000","1-Single Family Dwelling",7,"Residential","$87500","","","","","","","","","","Republican","Protestant","","Yes","Unknown","","","","","","",""
5939,"Female Only Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"Likely Homeowner","",16,"$50000-99999","Yes","","Grad Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Elenore","Rogahn","F",65.285030758715,"(348)-682-9168",39.31258,-80.82955,"Doddridge County","West Union","West Virginia",54017,"54","","$19000","1-Single Family Dwelling",7,"Residential","$184523","","","","","","","","","","Republican","Protestant","","Unknown","Unknown","","","","Support","Liberal","",""
1306,"Female Only Household","English/Welsh","Serbian","Not Likely to have a child",9,"Likely Homeowner","Rooted Flower Power",13,"$100000-249999","","","Grad Degree - Likely","Unknown","","","","","","","","","","","","Yes","","1 political contribution  in home","Yes","Yes","","","","","","","","","","","Billie","Stracke","M",98.9501025290499,"(987)-576-8934",35.44338,-99.1337,"Washita County","Foss","Oklahoma",40149,"40","$74000","$14000","50-100",4,"Residential","$159200","","1 female magazine purchase ","","","1 culinary magazine purchase ","8 health and fitness magazine purchases","","1 financial magazine purchase ","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
2054,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",9,"Likely Renter","",15,"","","","Bach Degree - Extremely Likely","Unknown","","","","Yes","","","","","","","","Yes","1 religious contribution  in home","","Unknown","Yes","","","","","","","","","","","Eugenio","Gorczany","F",86.4087491455913,"(894)-784-1683",45.30172,-70.60368,"Franklin County","Round Mountain","Maine",23007,"23","","$10000","1-Single Family Dwelling",6,"Apartment/Group Living","","","","","","","","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
5467,"Mixed Gender Household","Japanese","German","Known Data",5,"","",15,"","Yes","","HS Diploma - Extremely Likely","Unknown","","","Yes","","","","","","","","","Yes","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Clay","Reichel","F",65.2795625427204,"(182)-912-4621",32.22122,-104.61162,"Eddy County","West Hess Hills","New Mexico",35015,"35","","$14000","1-Single Family Dwelling",6,"Residential","$138300","3 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","1 Do-It-Yourself magazine purchase ","1 financial magazine purchase ","Yes","Democratic","Jewish","","Unknown","Unknown","","","","","","",""
2172,"Mixed Gender Household","English/Welsh","German","Not Likely to have a child",9,"Likely Renter","",14,"$250000-499999","","","Grad Degree - Extremely Likely","Other","","","","","","","","","","Yes","","Yes","","","Unknown","Yes","","","","Yes","","","Yes","","","Yes","Kirstie","Kovacek","F",98.0505809979494,"(847)-395-3875",39.97412,-111.6927,"Utah County","Santaquin","Utah",49049,"49","","$31000","1-Single Family Dwelling",8,"Apartment/Group Living","$197753","","","","","","","","","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3498,"Mixed Gender Household","English/Welsh","English/Welsh","Not Likely to have a child",9,"","Rooted Flower Power",14,"","","","Unknown","Medical","","","","","","8 book purchases in home","","","Yes","","","Yes","","2 political contributions in home","Unknown","Unknown","Yes","","","","","","","","","","Chasity","Friesen","M",96.7846889952153,"(153)-126-8312",42.68049,-74.31315,"Schoharie County","Schoharie","New York",36095,"36","","","1-Single Family Dwelling",7,"Unknown","$93124","","","","","","2 health and fitness magazine purchases","","","","Democratic","Protestant","Yes","Unknown","Yes","","","","","","",""
816,"Mixed Gender Household","Likely Af-Am (Modeled)","English/Welsh","Modeled Not as Likely to have a child",1,"Likely Homeowner","",13,"$100000-249999","","","Unknown","Sales/Marketing","","","","","","","","","","","","Yes","1 religious contribution  in home","","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes","Rey","Turner","F",66.0041011619959,"(196)-369-4976",33.7765,-92.71322,"Ouachita County","Holly Springs","Arkansas",5103,"5","$162000","","1-Single Family Dwelling",4,"Residential","$163400","","","","","","","","","","Republican","Protestant","","Unknown","Unknown","","","","","","",""
3057,"Male Only Household","Likely Af-Am (Modeled)","Likely Af-Am (Modeled)","Known Data",8,"Likely Homeowner","",13,"","Yes","","Grad Degree - Extremely Likely","Unknown","","Yes","","Yes","","","","","","","","Yes","","","Yes","Unknown","","","","","","","","","Yes","","Prince","Gutkowski","F",59.7320574162679,"(163)-548-9567",33.27761,-86.43109,"Talladega County","Childersburg","Alabama",1117,"1","$290000","","1-Single Family Dwelling",7,"Residential","$244600","","","","","","","","","","Democratic","Protestant","Yes","Unknown","Unknown","","","","","","",""
4944,"Mixed Gender Household","Belgian","English/Welsh","",1,"Likely Homeowner","Reaping Rewards",15,"$250000-499999","","","Unknown","Unknown","","","","","","","","","","","","Unknown","","1 political contribution  in home","Unknown","Yes","","","Yes","Yes","","","Yes","","","Yes","Kay","D'Amore","M",98.406015037594,"(895)-185-3679",45.3977,-112.0286,"Madison County","Hunts Claim Mine","Montana",30057,"30","","$6000","",8,"Residential","$375000","","","","","","","","","Yes","Republican","Protestant","","Unknown","Unknown","","","","","","",""
2031,"Mixed Gender Household","German","Hispanic","Not Likely to have a child",7,"","",15,"$25000-49999","","","Unknown","Manufacturing","","","","","","","","","","","","Yes","1 religious contribution  in home","","Yes","Yes","","","","","","","","","","","Lee","Reilly","F",92.2788790157211,"(436)-817-4732",41.65583,-74.27639,"Ulster County","Watchtower","New York",36111,"36","","$15000","1-Single Family Dwelling",6,"Residential","$193667","1 family-oriented magazine purchase ","","","","","","","","Yes","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
3885,"Mixed Gender Household","","","Not Likely to have a child",8,"Likely Homeowner","",13,"","","","Grad Degree - Extremely Likely","Medical","","Yes","","","","","","","Yes","Yes","","Unknown","","","Unknown","Unknown","Yes","","Yes","","","","","","","Yes","Shan","Cole","F",92.1831852358168,"(624)-245-6427",39.98505,-90.25846,"Cass County","Virginia","Illinois",17017,"17","$95000","$4000","",7,"Residential","$103400","","","","","","","","","Yes","Non-Partisan","Catholic","","Unknown","Unknown","","","","","","",""
4787,"Mixed Gender Household","Likely Af-Am (Modeled)","Likely Af-Am (Modeled)","Modeled Likely to have a child",2,"Likely Homeowner","",16,"$50000-99999","Yes","","Some College - Likely","Unknown","","Yes","","","","","","","","Yes","","Yes","","","Unknown","Yes","","","","","","Yes","","","","Yes","Omar","Reilly","M",81.9712918660287,"(467)-436-7253",39.36726,-76.71556,"Baltimore County","Pikesville","Maryland",24005,"24","$58000","","1-Single Family Dwelling",6,"Residential","$78400","2 family-oriented magazine purchases","","","","","2 health and fitness magazine purchases","","1 financial magazine purchase ","","Democratic","Protestant","","Unknown","Unknown","","","","","","",""
524,"Female Only Household","English/Welsh","German","Not Likely to have a child",5,"Likely Homeowner","Soul Survivors",12,"$25000-49999","","","Bach Degree - Extremely Likely","Unknown","","","","","","","","","","","","Yes","","","Unknown","Unknown","","","","","","","","","","","Ferdinand","Jerde","M",60.5276828434723,"(832)-614-7981",36.6323,-84.27799,"McCreary County","Ayers","Kentucky",21147,"21","$134000","$9000","1-Single Family Dwelling",8,"Residential","$122600","","","","","","","","","Yes","Democratic","Protestant","","Yes","Unknown","","","","","","",""
752,"Mixed Gender Household","Dutch (Netherlands)","German","Not Likely to have a child",8,"Likely Homeowner","Aging of Aquarius",14,"$100000-249999","","","Grad Degree - Extremely Likely","Unknown","","","","","","1 book purchase in home ","","","","","","Unknown","","","Unknown","Unknown","","","","Yes","","","Yes","","Yes","Yes","Agripina","Graham","F",86.3376623376623,"(756)-198-5143",43.59085,-83.32273,"Tuscola County","Elmwood","Michigan",26157,"26","$203000","$22000","1-Single Family Dwelling",5,"Residential","$234300","","","","","","","","","","Democratic","","","Unknown","Unknown","","","","","","",""
5231,"Male Only Household","English/Welsh","English/Welsh","Not Likely to have a child",7,"Likely Homeowner","Aging of Aquarius",12,"$100000-249999","","","Grad Degree - Extremely Likely","Skilled Trades","","","","","Yes","1 book purchase in home ","","","","","","Yes","","1 political contribution  in home","Unknown","Unknown","","","","","","","","","","","Roman","McGlynn","F",55.5434039644566,"(547)-934-5429",38.54199,-91.87906,"Osage County","Linn","Missouri",29151,"29","$88000","$8000","1-Single Family Dwelling",8,"Residential","$180400","","","","","","","","","","Democratic","","","Unknown","Yes","","","","","","",""
5423,"Mixed Gender Household","German","French","Not Likely to have a child",9,"Likely Homeowner","",16,"$250000-499999","Yes","","Grad Degree - Likely","Management","","","","","Yes","5 book purchases in home","","","Yes","","","Unknown","","1 political contribution  in home","Unknown","Yes","","","","","","","","","","","Jacques","Deckow","M",100.656185919344,"(497)-259-6359",45.74599,-68.94225,"Piscataquis County","Stephensons Landing","Maine",23021,"23","$770000","$11000","",7,"Residential","$851200","","","","","","","","","","Republican","Catholic","","Unknown","Unknown","","","","","","",""
